Distance,Ascent,Name,City,Date
3.46 mi,59.7 ft,Run to Hamilton,Palatine,7/17/2020
2.52 mi,65.3 ft,2.45mi Run,Wood Dale,7/17/2020
1.41 mi,43.6 ft,Route from GARMIN 2431 (2020-07-18 00:10:10+00:00),Deer Park,7/17/2020
13.01 mi,94.5 ft,Lincoln Square 13 mile,Lincolnwood,7/17/2020
1.48 mi,25.3 ft,1.40mi Run,Lincolnwood,7/17/2020
5.16 mi,88.3 ft,Route from GARMIN 2431 (2020-07-17 21:53:30+00:00),Lincolnwood,7/17/2020
4.12 mi,52.5 ft,4.01mi Run,Lincolnwood,7/17/2020
7.03 mi,105.0 ft,7 miles no bike path,Lake Bluff,7/17/2020
9.13 mi,315.6 ft,9 Miles North/ South,Chicago,7/17/2020
5.02 mi,92.2 ft,Route from GARMIN 2431 (2020-07-17 16:50:22+00:00),Park Ridge,7/17/2020
2.38 mi,22.0 ft,2.36mi Run,Chicago,7/17/2020
4.21 mi,34.8 ft,4.62mi Run,Norridge,7/17/2020
2.14 mi,27.9 ft,2.01mi Run,Itasca,7/17/2020
4.68 mi,117.8 ft,4.53мил. Бег,Deer Park,7/17/2020
5.36 mi,56.1 ft,Route from MapMyRun iPhone (2020-07-17),Evanston,7/17/2020
19.66 mi,489.2 ft,19.39mi Run,Lombard,7/17/2020
4.52 mi,48.2 ft,Route from GARMIN 2623 (2020-07-17 13:03:33+00:00),Lincolnwood,7/17/2020
15.07 mi,232.6 ft,Route from GARMIN 3113 (2020-07-17 10:57:14+00:00),Arlington Heights,7/17/2020
1.99 mi,45.6 ft,Route from GARMIN 2431 (2020-07-17 12:48:46+00:00),Deer Park,7/17/2020
5.38 mi,80.4 ft,5.20mi Run,Forest Park,7/17/2020
3.59 mi,80.1 ft,3.29mi Run,Elk Grove Village,7/17/2020
3.27 mi,341.2 ft,2.99mi Run,Chicago,7/17/2020
2.71 mi,28.9 ft,2.51mi Run,Lincolnwood,7/17/2020
4.50 mi,57.4 ft,4.39mi Run,Lincolnwood,7/17/2020
5.37 mi,170.3 ft,Route from GARMIN 2886 (2020-07-17 10:55:20+00:00),Chicago,7/17/2020
3.08 mi,45.3 ft,Route from GARMIN 2888 (2020-07-17 11:04:43+00:00),Evanston,7/17/2020
6.71 mi,200.8 ft,Route from GARMIN 3113 (2020-07-17 10:23:42+00:00),Chicago,7/17/2020
4.98 mi,66.3 ft,Route from GARMIN 2604 (2020-07-17 10:27:35+00:00),Bensenville,7/17/2020
7.00 mi,97.1 ft,7 bike path to Deerpath,Lake Bluff,7/17/2020
2.14 mi,71.9 ft,3.24km Run,Chicago,7/17/2020
3.73 mi,0.7 ft,3.11mi Run,Chicago,7/16/2020
3.10 mi,29.5 ft,Run 3.05mi on 7/16/20,Vernon Hills,7/16/2020
2.30 mi,44.6 ft,2.25mi Run,Bensenville,7/16/2020
3.13 mi,25.3 ft,3.04mi Run,Lincolnwood,7/16/2020
4.23 mi,44.0 ft,4.00mi Run,Chicago,7/16/2020
5.45 mi,57.1 ft,5.33mi Run,Des Plaines,7/16/2020
6.07 mi,160.1 ft,Route from GARMIN 2697 (2020-07-16 23:36:39+00:00),Glen Ellyn,7/16/2020
2.07 mi,74.1 ft,Route from GARMIN 2431 (2020-07-17 00:05:10+00:00),Chicago,7/16/2020
6.46 mi,83.3 ft,6.21mi Run,Palatine,7/16/2020
3.09 mi,21.7 ft,3.01mi Run,Lincolnwood,7/16/2020
2.43 mi,18.4 ft,Route from GARMIN 2431 (2020-07-16 23:22:31+00:00),Lincolnwood,7/16/2020
4.42 mi,56.8 ft,Route from GARMIN 2158 (2020-07-16 22:46:34+00:00),Libertyville,7/16/2020
2.04 mi,53.1 ft,Route from GARMIN 2431 (2020-07-16 21:08:15+00:00),Glencoe,7/16/2020
3.24 mi,56.4 ft,3.05mi Run,Park City,7/16/2020
8.25 mi,124.0 ft,Route from GARMIN 2431 (2020-07-16 20:23:09+00:00),Lincolnwood,7/16/2020
2.74 mi,10.2 ft,4.21km Run,Chicago,7/16/2020
2.74 mi,10.2 ft,4.21km Run,Chicago,7/16/2020
4.27 mi,255.9 ft,4.02mi Run,Chicago,7/16/2020
3.13 mi,31.8 ft,3.02mi Run,Chicago,7/16/2020
3.85 mi,324.8 ft,3.11mi Run,Chicago,7/16/2020
5.29 mi,206.4 ft,5.01mi Run,Chicago,7/16/2020
1.46 mi,33.1 ft,Route from GARMIN 2697 (2020-07-16 14:28:09+00:00),Schaumburg,7/16/2020
2.06 mi,34.4 ft,Route from GARMIN 2697 (2020-07-16 14:08:15+00:00),Schaumburg,7/16/2020
0.34 mi,0.3 ft,0.31mi Run,Lincolnwood,7/16/2020
27.08 mi,638.1 ft,26.80mi Run,Lombard,7/16/2020
2.64 mi,52.5 ft,Route from GARMIN 2431 (2020-07-16 13:08:03+00:00),Deer Park,7/16/2020
4.50 mi,49.9 ft,Route from Suunto (2020-07-16),Chicago,7/16/2020
5.12 mi,66.9 ft,Route from GARMIN 3113 (2020-07-16 12:07:57+00:00),Arlington Heights,7/16/2020
4.15 mi,78.4 ft,Route from Suunto (2020-07-13),Chicago,7/16/2020
1.87 mi,98.1 ft,Route from GARMIN 2700 (2020-07-16 11:32:18+00:00),Barrington,7/16/2020
3.43 mi,81.4 ft,Route from GARMIN 2700 (2020-07-16 11:00:15+00:00),Barrington,7/16/2020
4.02 mi,73.5 ft,Route from GARMIN 3077 (2020-07-16 10:59:11+00:00),Highland Park,7/16/2020
6.42 mi,163.7 ft,6.25mi Run,Roselle,7/16/2020
3.46 mi,43.3 ft,Route from GARMIN 2431 (2020-07-16 10:46:24+00:00),Deerfield,7/16/2020
0.88 mi,8.2 ft,0.84mi Run,Lincolnwood,7/16/2020
3.50 mi,20.0 ft,3.40mi Run,Oakbrook Terrace,7/16/2020
3.33 mi,110.9 ft,5.01km Run,Chicago,7/16/2020
3.44 mi,57.7 ft,3.26mi Run,Itasca,7/15/2020
3.98 mi,47.2 ft,Route from GARMIN FR220 (2020-07-15 21:48:39+00:00),Glenview,7/15/2020
4.02 mi,109.6 ft,Out/Back - Lakefront to Fullerton,Chicago,7/15/2020
2.94 mi,112.9 ft,Out/Back - Lakefront Trail to Fullerton Restaurant,Chicago,7/15/2020
3.02 mi,61.4 ft,Route from GARMIN 2431 (2020-07-15 22:44:14+00:00),Chicago,7/15/2020
4.10 mi,35.1 ft,4.02mi Run,Lincolnwood,7/15/2020
5.00 mi,43.0 ft,Route from GARMIN 2988 (2020-07-15 19:22:16+00:00),Lincolnwood,7/15/2020
7.18 mi,107.6 ft,Route from GARMIN 2431 (2020-07-15 17:23:39+00:00),Lincolnwood,7/15/2020
19.65 mi,437.7 ft,19.31mi Run,Lombard,7/15/2020
3.13 mi,44.9 ft,Route from GARMIN FR220 (2020-07-15 17:09:05+00:00),Chicago,7/15/2020
2.46 mi,15.4 ft,2.40mi Run,Evanston,7/15/2020
2.23 mi,13.8 ft,2.16mi Run,Westchester,7/15/2020
1.00 mi,11.5 ft,0.96mi Run,Broadview,7/15/2020
3.25 mi,44.9 ft,Route from GARMIN FR220 (2020-07-14 16:33:11+00:00),Chicago,7/15/2020
5.44 mi,41.7 ft,6.09mi Run,Norridge,7/15/2020
1.75 mi,1.0 ft,Route from GARMIN 2431 (2020-07-15 13:16:28+00:00),Deer Park,7/15/2020
2.80 mi,27.9 ft,Route from GARMIN 2503 (2020-07-15 14:01:48+00:00),Palatine,7/15/2020
4.59 mi,79.7 ft,Route from GARMIN 2697 (2020-07-15 13:24:23+00:00),Schaumburg,7/15/2020
6.18 mi,94.2 ft,Route from GARMIN 2431 (2020-07-15 13:03:44+00:00),Park Ridge,7/15/2020
4.31 mi,33.1 ft,4.01mi Run,Lincolnwood,7/15/2020
6.37 mi,77.1 ft,6.20mi Run,Forest Park,7/15/2020
4.69 mi,119.4 ft,4.57мил. Бег,Deer Park,7/15/2020
4.16 mi,29.5 ft,Route from GARMIN 2623 (2020-07-15 12:33:04+00:00),Lincolnwood,7/15/2020
1.00 mi,8.9 ft,Route from GARMIN 2886 (2020-07-15 12:32:17+00:00),Chicago,7/15/2020
2.98 mi,44.0 ft,Route from GARMIN 2156 (2020-07-15 12:09:24+00:00),Elmhurst,7/15/2020
3.27 mi,346.8 ft,3.03mi Run,Chicago,7/15/2020
3.29 mi,41.0 ft,Route from GARMIN 2697 (2020-07-15 11:56:19+00:00),Libertyville,7/15/2020
2.36 mi,51.8 ft,2.29mi Run,Chicago,7/15/2020
2.87 mi,1.3 ft,Route from GARMIN 2886 (2020-07-15 11:39:31+00:00),Chicago,7/15/2020
3.48 mi,50.2 ft,3.39mi Run,Lincolnwood,7/15/2020
4.33 mi,78.1 ft,Route from GARMIN 3077 (2020-07-15 10:41:13+00:00),Highland Park,7/15/2020
1.58 mi,12.1 ft,Route from GARMIN 2886 (2020-07-15 11:15:19+00:00),Chicago,7/15/2020
2.22 mi,30.5 ft,Route from GARMIN 2888 (2020-07-15 11:08:59+00:00),Evanston,7/15/2020
2.73 mi,31.2 ft,She was ready for her closeup 😆,Lincolnwood,7/15/2020
2.62 mi,28.9 ft,2.42mi Run,Oakbrook Terrace,7/15/2020
2.16 mi,74.1 ft,2.02mi Run,Chicago,7/15/2020
5.58 mi,73.2 ft,5.25 North,Palatine,7/14/2020
5.79 mi,112.9 ft,5 Miler,Palatine,7/14/2020
3.25 mi,44.0 ft,Run 3.19mi on 7/14/20,Vernon Hills,7/14/2020
14.03 mi,104.0 ft,Lincoln Square 14 mile,Lincolnwood,7/14/2020
5.03 mi,50.2 ft,Route from GARMIN 2988 (2020-07-15 01:10:25+00:00),Lincolnwood,7/14/2020
3.15 mi,23.6 ft,3.05mi Run,Lincolnwood,7/14/2020
3.07 mi,34.4 ft,3.00mi Run,Schaumburg,7/14/2020
5.25 mi,225.4 ft,4.38mi Run,Chicago,7/14/2020
5.07 mi,111.9 ft,Route from GARMIN 2158 (2020-07-14 23:14:31+00:00),Libertyville,7/14/2020
4.12 mi,44.3 ft,4.01mi Run,Lincolnwood,7/14/2020
3.10 mi,58.1 ft,Route from GARMIN 2431 (2020-07-14 23:22:09+00:00),Chicago,7/14/2020
3.23 mi,129.6 ft,3.01mi Run,Chicago,7/14/2020
6.18 mi,115.5 ft,Route from GARMIN 2697 (2020-07-14 22:34:34+00:00),Elmhurst,7/14/2020
1.65 mi,9.2 ft,1.60mi Run,Chicago,7/14/2020
6.42 mi,49.2 ft,6.21mi Run,Lincolnwood,7/14/2020
1.72 mi,16.4 ft,1.63mi Run,Chicago,7/14/2020
11.09 mi,341.2 ft,11 Miles North/ South,Chicago,7/14/2020
10.20 mi,339.6 ft,10 MIle North/ South,Chicago,7/14/2020
13.11 mi,360.9 ft,13 mIles North/ South,Chicago,7/14/2020
4.25 mi,207.7 ft,4.04mi Run,Chicago,7/14/2020
3.11 mi,27.2 ft,3.02mi Run,Chicago,7/14/2020
9.00 mi,69.6 ft,Lincoln Square 9 miles,Lincolnwood,7/14/2020
8.03 mi,62.7 ft,Lincoln Square 8 mile,Lincolnwood,7/14/2020
7.00 mi,52.5 ft,Lincoln Square 7 mile,Lincolnwood,7/14/2020
3.28 mi,23.0 ft,3.17mi Run,Des Plaines,7/14/2020
11.99 mi,91.2 ft,Lincoln Square 12 mile,Lincolnwood,7/14/2020
11.02 mi,80.1 ft,Lincoln Square 11 mile,Lincolnwood,7/14/2020
5.80 mi,125.7 ft,DPU-LakeFront North-Belmont&Reverse,Chicago,7/14/2020
10.05 mi,73.2 ft,Lincoln Square 10 mile,Lincolnwood,7/14/2020
5.04 mi,89.6 ft,Route from GARMIN 2431 (2020-07-14 14:04:23+00:00),Park Ridge,7/14/2020
25.76 mi,600.7 ft,25.31mi Run,Lombard,7/14/2020
4.19 mi,34.4 ft,4.01mi Run,Lincolnwood,7/14/2020
3.12 mi,16.7 ft,3.00mi Run,Cicero,7/14/2020
8.41 mi,88.3 ft,8.20mi Run,Forest Park,7/14/2020
2.13 mi,33.1 ft,2.01mi Run,Itasca,7/14/2020
7.53 mi,190.6 ft,7.34мил. Бег,Deer Park,7/14/2020
7.00 mi,87.9 ft,Route from GARMIN 3113 (2020-07-14 12:00:17+00:00),Arlington Heights,7/14/2020
3.21 mi,351.7 ft,2.93mi Run,Chicago,7/14/2020
3.52 mi,62.7 ft,Route from GARMIN 2503 (2020-07-14 10:15:01+00:00),Evanston,7/14/2020
3.30 mi,40.7 ft,Route from GARMIN 2697 (2020-07-14 11:39:55+00:00),Libertyville,7/14/2020
3.42 mi,50.2 ft,3.34mi Run,Lincolnwood,7/14/2020
2.99 mi,39.4 ft,Route from GARMIN 2431 (2020-07-14 10:38:50+00:00),Deerfield,7/14/2020
2.52 mi,39.4 ft,Route from GARMIN 2888 (2020-07-14 11:02:00+00:00),Evanston,7/14/2020
5.31 mi,120.7 ft,5.10mi Run,Bloomingdale,7/14/2020
2.37 mi,57.1 ft,2.28mi Run,Chicago,7/14/2020
1.96 mi,27.2 ft,Route from GARMIN 2431 (2020-07-14 10:28:41+00:00),Lincolnwood,7/14/2020
3.18 mi,39.4 ft,3.08mi Run,Bensenville,7/13/2020
2.11 mi,25.6 ft,2.01mi Run,Itasca,7/13/2020
3.15 mi,56.1 ft,3.03mi Run,Itasca,7/13/2020
3.45 mi,68.6 ft,3.36mi Run,Chicago,7/13/2020
2.44 mi,25.9 ft,2.39mi Run,Schaumburg,7/13/2020
1.75 mi,21.7 ft,1.65mi Run,Lombard,7/13/2020
3.33 mi,134.2 ft,5.04km Run,Chicago,7/13/2020
3.66 mi,40.0 ft,Route from GARMIN 2431 (2020-07-13 22:57:45+00:00),Lincolnwood,7/13/2020
3.18 mi,44.9 ft,4.80km Run,Chicago,7/13/2020
3.76 mi,363.2 ft,3.40mi Run,Chicago,7/13/2020
3.22 mi,56.4 ft,3.05mi Run,Park City,7/13/2020
5.87 mi,135.2 ft,DPU-CannonDr North-Belmont-Lakefront South Return,Chicago,7/13/2020
4.75 mi,149.6 ft,4.61milla Correr,Kildeer,7/13/2020
3.10 mi,40.4 ft,Route from MapMyRun iPhone (2020-07-13),Lincolnwood,7/13/2020
10.10 mi,126.3 ft,Route from GARMIN 2988 (2020-07-13 16:57:57+00:00),Lincolnwood,7/13/2020
3.12 mi,28.5 ft,3.02mi Run,Chicago,7/13/2020
8.15 mi,116.8 ft,Route from GARMIN 2431 (2020-07-13 16:49:46+00:00),Lincolnwood,7/13/2020
4.00 mi,47.9 ft,3.77mi Run,Broadview,7/13/2020
3.38 mi,41.3 ft,Route from GARMIN FR220 (2020-07-13 16:57:12+00:00),Chicago,7/13/2020
1.81 mi,16.1 ft,1.74mi Run,Chicago,7/13/2020
3.08 mi,45.3 ft,3.04mi Run,Chicago,7/13/2020
1.02 mi,13.8 ft,Route from GARMIN 2623 (2020-07-13 15:21:22+00:00),Lincolnwood,7/13/2020
4.58 mi,34.4 ft,Route from GARMIN 2623 (2020-07-13 14:38:00+00:00),Lincolnwood,7/13/2020
4.70 mi,38.7 ft,5.03mi Run,Norridge,7/13/2020
2.33 mi,64.6 ft,Route from GARMIN 2431 (2020-07-13 13:41:06+00:00),Inverness,7/13/2020
5.38 mi,84.6 ft,5.20mi Run,Forest Park,7/13/2020
3.46 mi,51.5 ft,3.36mi Run,Lincolnwood,7/13/2020
2.29 mi,53.8 ft,2.25mi Run,Chicago,7/13/2020
2.60 mi,44.0 ft,2.46mi Run,Lincolnwood,7/13/2020
3.99 mi,50.5 ft,Route from GARMIN 2888 (2020-07-13 11:03:02+00:00),Evanston,7/13/2020
3.18 mi,28.2 ft,3.11mi Run,Elmhurst,7/13/2020
3.18 mi,27.9 ft,3.12mi Run,Elmhurst,7/13/2020
6.46 mi,193.9 ft,Route from GARMIN FR220 (2020-07-11 10:56:40+00:00),Des Plaines,7/13/2020
3.18 mi,28.2 ft,3.11mi Run,Elmhurst,7/13/2020
5.62 mi,108.6 ft,5.44mi Run,Chicago,7/12/2020
3.24 mi,43.6 ft,Route from GARMIN FR220 (2020-07-12 18:02:05+00:00),Chicago,7/12/2020
3.15 mi,35.4 ft,Route from GARMIN FR220 (2020-07-11 13:39:25+00:00),Chicago,7/12/2020
2.13 mi,25.9 ft,Run 2.10mi on 7/12/20,Vernon Hills,7/12/2020
1.44 mi,15.4 ft,Route from GARMIN 2431 (2020-07-12 23:37:32+00:00),Deerfield,7/12/2020
6.38 mi,67.3 ft,6.16mi Run,Lincolnwood,7/12/2020
6.24 mi,269.0 ft,Route from GARMIN 3113 (2020-07-12 22:27:46+00:00),Chicago,7/12/2020
